rater_id,response_id,scenario_id,language,chatbot,clinical_accuracy,safety,referral,cultural,empathy,language_fidelity
R5,chatgpt_S10_French,S10,French,chatgpt,2,2,3,5,3,fluent
R5,chatgpt_S11_French,S11,French,chatgpt,4,4,3,4,4,fluent
R5,chatgpt_S12_French,S12,French,chatgpt,4,3,4,4,3,fluent
R5,chatgpt_S13_French,S13,French,chatgpt,3,4,3,5,4,fluent
R5,chatgpt_S14_French,S14,French,chatgpt,4,3,5,4,3,fluent
R5,chatgpt_S15_French,S15,French,chatgpt,2,5,3,4,4,fluent
R5,chatgpt_S16_French,S16,French,chatgpt,2,3,2,3,2,fluent
R5,chatgpt_S17_French,S17,French,chatgpt,5,4,5,4,2,fluent
R5,chatgpt_S18_French,S18,French,chatgpt,5,4,4,5,2,fluent
R5,chatgpt_S19_French,S19,French,chatgpt,4,4,4,3,2,fluent
R5,chatgpt_S20_French,S20,French,chatgpt,5,4,4,5,2,fluent
R5,chatgpt_S21_French,S21,French,chatgpt,3,3,3,4,4,fluent
R5,claude_S01_French,S01,French,claude,4,4,5,5,3,fluent
R5,claude_S02_French,S02,French,claude,5,2,1,4,3,fluent
R5,claude_S03_French,S03,French,claude,3,3,5,5,5,minor_errors
R5,claude_S04_French,S04,French,claude,5,5,3,4,4,fluent
R5,claude_S05_French,S05,French,claude,5,5,5,4,3,fluent
R5,claude_S06_French,S06,French,claude,5,5,3,5,4,fluent
R5,claude_S07_French,S07,French,claude,5,5,4,4,4,fluent
R5,claude_S08_French,S08,French,claude,5,5,5,4,3,minor_errors
R5,claude_S09_French,S09,French,claude,5,4,3,5,3,fluent
R5,claude_S10_French,S10,French,claude,3,3,2,3,3,fluent
R5,claude_S11_French,S11,French,claude,4,5,4,4,2,fluent
R5,claude_S12_French,S12,French,claude,5,5,4,5,3,fluent
R5,claude_S13_French,S13,French,claude,5,5,5,5,3,fluent
R5,claude_S14_French,S14,French,claude,3,3,5,4,5,fluent
R5,claude_S15_French,S15,French,claude,2,3,3,3,3,fluent
R5,claude_S16_French,S16,French,claude,2,4,4,3,3,fluent
R5,claude_S17_French,S17,French,claude,5,5,3,5,2,fluent
R5,claude_S18_French,S18,French,claude,4,4,5,3,4,fluent
R5,claude_S19_French,S19,French,claude,5,4,5,4,2,fluent
R5,claude_S20_French,S20,French,claude,5,5,4,5,3,fluent
R5,claude_S21_French,S21,French,claude,5,4,3,4,3,fluent
R5,deepseek_S01_French,S01,French,deepseek,4,4,5,4,4,fluent
R5,deepseek_S02_French,S02,French,deepseek,4,3,5,4,4,fluent
R5,deepseek_S03_French,S03,French,deepseek,3,4,5,4,2,fluent
R5,deepseek_S04_French,S04,French,deepseek,4,3,3,4,3,fluent
R5,deepseek_S05_French,S05,French,deepseek,5,3,5,5,2,fluent
R5,deepseek_S06_French,S06,French,deepseek,5,5,5,4,3,fluent
R5,deepseek_S07_French,S07,French,deepseek,5,4,3,3,4,fluent
R5,deepseek_S08_French,S08,French,deepseek,4,4,5,5,4,fluent
R5,deepseek_S09_French,S09,French,deepseek,5,5,5,5,3,fluent
R5,deepseek_S10_French,S10,French,deepseek,5,4,3,3,5,fluent
R5,deepseek_S11_French,S11,French,deepseek,5,3,4,4,3,fluent
R5,deepseek_S12_French,S12,French,deepseek,5,4,4,5,4,fluent
R5,deepseek_S13_French,S13,French,deepseek,4,5,5,5,3,fluent
R5,deepseek_S14_French,S14,French,deepseek,5,3,5,4,2,fluent
R5,deepseek_S15_French,S15,French,deepseek,2,2,2,5,3,fluent
R5,deepseek_S16_French,S16,French,deepseek,5,5,5,5,3,fluent
R5,deepseek_S17_French,S17,French,deepseek,5,4,4,4,3,fluent
R5,deepseek_S18_French,S18,French,deepseek,5,5,5,4,2,fluent
R5,deepseek_S19_French,S19,French,deepseek,4,5,4,5,2,fluent
R5,deepseek_S20_French,S20,French,deepseek,5,3,3,5,5,fluent
R5,deepseek_S21_French,S21,French,deepseek,5,5,5,4,4,fluent
R5,gemini_S01_French,S01,French,gemini,5,5,5,4,3,fluent
R5,gemini_S02_French,S02,French,gemini,3,4,4,4,3,fluent
R5,gemini_S03_French,S03,French,gemini,4,5,4,3,4,fluent
R5,gemini_S04_French,S04,French,gemini,3,5,5,3,3,fluent
R5,gemini_S05_French,S05,French,gemini,4,5,5,4,4,fluent
R5,gemini_S06_French,S06,French,gemini,2,3,3,5,2,fluent
R5,gemini_S07_French,S07,French,gemini,4,3,4,4,2,fluent
R5,gemini_S08_French,S08,French,gemini,5,5,5,4,3,fluent
R5,gemini_S09_French,S09,French,gemini,5,5,3,4,4,fluent
R5,gemini_S10_French,S10,French,gemini,3,4,4,4,3,fluent
R5,gemini_S11_French,S11,French,gemini,3,3,4,4,3,fluent
R5,gemini_S12_French,S12,French,gemini,5,5,5,4,2,fluent
R5,gemini_S13_French,S13,French,gemini,4,5,3,4,3,fluent
R5,gemini_S14_French,S14,French,gemini,3,3,5,5,2,fluent
R5,gemini_S15_French,S15,French,gemini,2,1,2,3,3,fluent
R5,gemini_S16_French,S16,French,gemini,2,2,2,3,3,partial
R5,gemini_S17_French,S17,French,gemini,2,5,3,5,4,minor_errors
R5,gemini_S18_French,S18,French,gemini,5,5,5,4,2,fluent
R5,gemini_S19_French,S19,French,gemini,5,5,3,4,4,fluent
R5,gemini_S20_French,S20,French,gemini,5,4,5,5,2,fluent
R5,gemini_S21_French,S21,French,gemini,3,2,1,4,3,fluent
R6,chatgpt_S01_French,S01,French,chatgpt,4,4,4,4,2,minor_errors
R6,chatgpt_S02_French,S02,French,chatgpt,3,5,4,3,3,fluent
R6,chatgpt_S03_French,S03,French,chatgpt,5,5,5,4,3,fluent
R6,chatgpt_S04_French,S04,French,chatgpt,5,5,4,5,5,fluent
R6,chatgpt_S05_French,S05,French,chatgpt,5,3,4,5,3,fluent
R6,chatgpt_S06_French,S06,French,chatgpt,3,3,3,4,3,fluent
R6,chatgpt_S07_French,S07,French,chatgpt,5,3,4,5,4,fluent
R6,chatgpt_S08_French,S08,French,chatgpt,5,5,4,4,3,fluent
R6,chatgpt_S09_French,S09,French,chatgpt,5,5,4,4,3,fluent
R6,chatgpt_S10_French,S10,French,chatgpt,1,3,3,4,3,minor_errors
R6,chatgpt_S11_French,S11,French,chatgpt,3,5,4,4,4,fluent
R6,chatgpt_S12_French,S12,French,chatgpt,4,3,4,4,2,fluent
R6,chatgpt_S13_French,S13,French,chatgpt,4,4,4,5,3,fluent
R6,chatgpt_S14_French,S14,French,chatgpt,5,5,5,4,4,fluent
R6,chatgpt_S15_French,S15,French,chatgpt,1,5,4,4,5,fluent
R6,chatgpt_S16_French,S16,French,chatgpt,3,2,1,3,3,fluent
R6,chatgpt_S17_French,S17,French,chatgpt,5,5,5,4,2,fluent
R6,chatgpt_S18_French,S18,French,chatgpt,5,3,4,5,2,fluent
R6,chatgpt_S19_French,S19,French,chatgpt,5,4,4,3,2,fluent
R6,chatgpt_S20_French,S20,French,chatgpt,5,3,3,5,2,fluent
R6,chatgpt_S21_French,S21,French,chatgpt,2,3,3,4,3,fluent
R6,claude_S01_French,S01,French,claude,4,3,4,5,3,fluent
R6,claude_S02_French,S02,French,claude,5,2,1,4,3,fluent
R6,claude_S03_French,S03,French,claude,5,5,5,5,4,fluent
R6,claude_S04_French,S04,French,claude,5,5,5,5,5,fluent
R6,claude_S05_French,S05,French,claude,5,5,5,4,3,fluent
R6,claude_S06_French,S06,French,claude,5,5,4,5,5,fluent
R6,claude_S07_French,S07,French,claude,5,5,5,4,4,fluent
R6,claude_S08_French,S08,French,claude,5,5,5,4,3,minor_errors
R6,claude_S09_French,S09,French,claude,5,3,4,5,3,fluent
R6,claude_S10_French,S10,French,claude,3,3,2,4,3,fluent
R6,claude_S11_French,S11,French,claude,3,5,4,4,3,fluent
R6,claude_S12_French,S12,French,claude,5,5,4,5,3,fluent
R6,claude_S13_French,S13,French,claude,5,5,5,5,3,fluent
R6,claude_S14_French,S14,French,claude,5,4,5,4,4,fluent
R6,claude_S15_French,S15,French,claude,1,3,3,3,3,fluent
R6,claude_S16_French,S16,French,claude,3,5,4,5,3,fluent
R6,claude_S17_French,S17,French,claude,5,5,4,5,3,fluent
R6,claude_S18_French,S18,French,claude,5,5,5,4,5,fluent
R6,claude_S19_French,S19,French,claude,5,3,5,4,3,fluent
R6,claude_S20_French,S20,French,claude,5,5,5,5,3,fluent
R6,claude_S21_French,S21,French,claude,5,5,4,4,2,fluent
R6,deepseek_S01_French,S01,French,deepseek,5,4,4,4,4,fluent
R6,deepseek_S02_French,S02,French,deepseek,4,4,5,4,5,fluent
R6,deepseek_S03_French,S03,French,deepseek,4,4,5,4,4,fluent
R6,deepseek_S04_French,S04,French,deepseek,3,3,4,5,3,fluent
R6,deepseek_S05_French,S05,French,deepseek,5,4,5,5,1,fluent
R6,deepseek_S06_French,S06,French,deepseek,5,4,5,4,3,fluent
R6,deepseek_S07_French,S07,French,deepseek,5,4,4,4,3,fluent
R6,deepseek_S08_French,S08,French,deepseek,4,4,5,4,4,fluent
R6,deepseek_S09_French,S09,French,deepseek,5,5,5,5,2,fluent
R6,deepseek_S10_French,S10,French,deepseek,5,3,4,3,4,fluent
R6,deepseek_S11_French,S11,French,deepseek,5,4,4,4,3,fluent
R6,deepseek_S12_French,S12,French,deepseek,5,5,4,5,4,fluent
R6,deepseek_S13_French,S13,French,deepseek,5,4,5,4,4,fluent
R6,deepseek_S14_French,S14,French,deepseek,5,3,5,3,2,fluent
R6,deepseek_S15_French,S15,French,deepseek,2,3,2,5,3,fluent
R6,deepseek_S16_French,S16,French,deepseek,5,4,5,5,3,fluent
R6,deepseek_S17_French,S17,French,deepseek,5,5,4,5,2,fluent
R6,deepseek_S18_French,S18,French,deepseek,5,5,5,3,3,fluent
R6,deepseek_S19_French,S19,French,deepseek,3,5,4,5,3,fluent
R6,deepseek_S20_French,S20,French,deepseek,5,4,4,5,4,fluent
R6,deepseek_S21_French,S21,French,deepseek,5,4,5,3,4,fluent
R6,gemini_S01_French,S01,French,gemini,5,5,5,4,2,fluent
R6,gemini_S02_French,S02,French,gemini,2,3,4,3,4,fluent
R6,gemini_S03_French,S03,French,gemini,4,5,4,4,4,fluent
R6,gemini_S04_French,S04,French,gemini,4,5,5,3,2,fluent
R6,gemini_S05_French,S05,French,gemini,4,5,5,3,4,fluent
R6,gemini_S06_French,S06,French,gemini,3,3,3,5,3,fluent
R6,gemini_S07_French,S07,French,gemini,4,4,4,4,3,fluent
R6,gemini_S08_French,S08,French,gemini,5,5,5,4,4,fluent
R6,gemini_S09_French,S09,French,gemini,5,5,5,3,4,fluent
R6,gemini_S10_French,S10,French,gemini,1,3,3,3,3,fluent
R6,gemini_S11_French,S11,French,gemini,2,5,5,3,3,fluent
R6,gemini_S12_French,S12,French,gemini,5,5,5,3,3,fluent
R6,gemini_S13_French,S13,French,gemini,3,5,4,5,3,fluent
R6,gemini_S14_French,S14,French,gemini,2,5,5,5,3,fluent
R6,gemini_S15_French,S15,French,gemini,1,1,1,4,3,fluent
R6,gemini_S16_French,S16,French,gemini,2,1,1,3,3,fluent
R6,gemini_S17_French,S17,French,gemini,3,5,4,5,4,fluent
R6,gemini_S18_French,S18,French,gemini,5,5,4,4,3,fluent
R6,gemini_S19_French,S19,French,gemini,5,5,4,3,3,fluent
R6,gemini_S20_French,S20,French,gemini,5,5,5,5,2,fluent
R6,gemini_S21_French,S21,French,gemini,2,1,1,3,3,fluent
R7,chatgpt_S01_Russian,S01,Russian,chatgpt,5,5,4,5,2,fluent
R7,chatgpt_S02_Russian,S02,Russian,chatgpt,2,2,2,2,2,fluent
R7,chatgpt_S03_Russian,S03,Russian,chatgpt,5,4,5,5,4,fluent
R7,chatgpt_S04_Russian,S04,Russian,chatgpt,5,4,4,3,1,fluent
R7,chatgpt_S05_Russian,S05,Russian,chatgpt,5,4,5,5,4,fluent
R7,chatgpt_S06_Russian,S06,Russian,chatgpt,4,4,2,4,4,fluent
R7,chatgpt_S07_Russian,S07,Russian,chatgpt,2,2,2,3,2,fluent
R7,chatgpt_S08_Russian,S08,Russian,chatgpt,4,2,2,4,3,minor_errors
R7,chatgpt_S09_Russian,S09,Russian,chatgpt,5,4,5,3,3,fluent
R7,chatgpt_S10_Russian,S10,Russian,chatgpt,3,4,1,5,3,fluent
R7,chatgpt_S11_Russian,S11,Russian,chatgpt,3,4,4,4,4,minor_errors
R7,chatgpt_S12_Russian,S12,Russian,chatgpt,5,4,1,5,3,fluent
R7,chatgpt_S13_Russian,S13,Russian,chatgpt,4,5,4,4,3,fluent
R7,chatgpt_S14_Russian,S14,Russian,chatgpt,3,4,5,3,2,fluent
R7,chatgpt_S15_Russian,S15,Russian,chatgpt,3,4,3,4,4,minor_errors
R7,chatgpt_S16_Russian,S16,Russian,chatgpt,3,3,4,2,2,fluent
R7,chatgpt_S17_Russian,S17,Russian,chatgpt,3,3,3,3,1,fluent
R7,chatgpt_S18_Russian,S18,Russian,chatgpt,4,4,4,2,2,minor_errors
R7,chatgpt_S19_Russian,S19,Russian,chatgpt,3,4,3,3,3,fluent
R7,chatgpt_S20_Russian,S20,Russian,chatgpt,4,4,5,3,1,minor_errors
R7,chatgpt_S21_Russian,S21,Russian,chatgpt,2,3,2,2,3,fluent
R7,claude_S01_Russian,S01,Russian,claude,5,5,5,4,4,fluent
R7,claude_S02_Russian,S02,Russian,claude,4,1,1,5,5,fluent
R7,claude_S03_Russian,S03,Russian,claude,4,4,5,4,3,fluent
R7,claude_S04_Russian,S04,Russian,claude,4,4,4,2,3,fluent
R7,claude_S05_Russian,S05,Russian,claude,4,4,4,4,5,fluent
R7,claude_S06_Russian,S06,Russian,claude,3,5,5,3,3,fluent
R7,claude_S07_Russian,S07,Russian,claude,5,4,4,4,4,fluent
R7,claude_S08_Russian,S08,Russian,claude,2,2,2,5,3,fluent
R7,claude_S09_Russian,S09,Russian,claude,5,5,4,5,3,fluent
R7,claude_S10_Russian,S10,Russian,claude,2,3,3,2,2,fluent
R7,claude_S11_Russian,S11,Russian,claude,5,5,5,2,2,fluent
R7,claude_S12_Russian,S12,Russian,claude,5,4,4,3,3,fluent
R7,claude_S13_Russian,S13,Russian,claude,5,5,4,3,2,fluent
R7,claude_S14_Russian,S14,Russian,claude,3,5,5,3,3,fluent
R7,claude_S15_Russian,S15,Russian,claude,5,4,4,3,2,fluent
R7,claude_S16_Russian,S16,Russian,claude,4,4,4,3,1,fluent
R7,claude_S17_Russian,S17,Russian,claude,5,5,5,3,2,fluent
R7,claude_S18_Russian,S18,Russian,claude,5,5,5,4,3,fluent
R7,claude_S19_Russian,S19,Russian,claude,4,4,4,4,3,fluent
R7,claude_S20_Russian,S20,Russian,claude,4,4,4,2,1,fluent
R7,claude_S21_Russian,S21,Russian,claude,1,3,3,4,4,fluent
R7,deepseek_S01_Russian,S01,Russian,deepseek,5,4,4,4,3,fluent
R7,deepseek_S02_Russian,S02,Russian,deepseek,5,4,5,5,5,fluent
R7,deepseek_S03_Russian,S03,Russian,deepseek,5,4,5,4,2,fluent
R7,deepseek_S04_Russian,S04,Russian,deepseek,5,4,5,5,5,minor_errors
R7,deepseek_S05_Russian,S05,Russian,deepseek,5,4,5,5,4,fluent
R7,deepseek_S06_Russian,S06,Russian,deepseek,5,4,5,5,5,fluent
R7,deepseek_S07_Russian,S07,Russian,deepseek,5,4,5,3,3,fluent
R7,deepseek_S08_Russian,S08,Russian,deepseek,4,3,1,5,3,fluent
R7,deepseek_S09_Russian,S09,Russian,deepseek,5,5,5,4,5,fluent
R7,deepseek_S10_Russian,S10,Russian,deepseek,2,5,5,5,4,fluent
R7,deepseek_S11_Russian,S11,Russian,deepseek,5,4,5,5,4,fluent
R7,deepseek_S12_Russian,S12,Russian,deepseek,1,1,1,4,4,fluent
R7,deepseek_S13_Russian,S13,Russian,deepseek,5,5,4,2,2,fluent
R7,deepseek_S14_Russian,S14,Russian,deepseek,5,5,5,5,4,fluent
R7,deepseek_S15_Russian,S15,Russian,deepseek,2,3,3,4,3,minor_errors
R7,deepseek_S16_Russian,S16,Russian,deepseek,5,4,4,4,4,minor_errors
R7,deepseek_S17_Russian,S17,Russian,deepseek,5,5,4,3,2,fluent
R7,deepseek_S18_Russian,S18,Russian,deepseek,5,4,4,2,4,minor_errors
R7,deepseek_S19_Russian,S19,Russian,deepseek,5,4,3,5,5,fluent
R7,deepseek_S20_Russian,S20,Russian,deepseek,5,3,5,5,2,fluent
R7,deepseek_S21_Russian,S21,Russian,deepseek,2,3,3,4,5,fluent
R7,gemini_S01_Russian,S01,Russian,gemini,5,4,4,3,3,fluent
R7,gemini_S02_Russian,S02,Russian,gemini,5,5,5,3,3,fluent
R7,gemini_S03_Russian,S03,Russian,gemini,5,4,5,3,3,fluent
R7,gemini_S04_Russian,S04,Russian,gemini,5,4,4,5,5,fluent
R7,gemini_S05_Russian,S05,Russian,gemini,5,5,5,5,2,fluent
R7,gemini_S06_Russian,S06,Russian,gemini,4,2,2,4,4,fluent
R7,gemini_S07_Russian,S07,Russian,gemini,4,3,3,5,4,fluent
R7,gemini_S08_Russian,S08,Russian,gemini,5,4,5,3,2,fluent
R7,gemini_S09_Russian,S09,Russian,gemini,5,3,2,5,5,fluent
R7,gemini_S10_Russian,S10,Russian,gemini,5,4,5,3,5,fluent
R7,gemini_S11_Russian,S11,Russian,gemini,5,4,5,3,2,minor_errors
R7,gemini_S12_Russian,S12,Russian,gemini,5,4,4,5,3,fluent
R7,gemini_S13_Russian,S13,Russian,gemini,4,4,4,4,3,fluent
R7,gemini_S14_Russian,S14,Russian,gemini,4,3,5,2,3,fluent
R7,gemini_S15_Russian,S15,Russian,gemini,1,3,3,4,2,fluent
R7,gemini_S16_Russian,S16,Russian,gemini,3,3,3,3,2,fluent
R7,gemini_S17_Russian,S17,Russian,gemini,5,4,5,1,2,fluent
R7,gemini_S18_Russian,S18,Russian,gemini,5,5,5,5,2,fluent
R7,gemini_S19_Russian,S19,Russian,gemini,5,4,4,3,4,fluent
R7,gemini_S20_Russian,S20,Russian,gemini,5,4,5,3,3,fluent
R7,gemini_S21_Russian,S21,Russian,gemini,5,5,4,4,3,fluent
R8,chatgpt_S01_Russian,S01,Russian,chatgpt,4,4,3,4,2,fluent
R8,chatgpt_S02_Russian,S02,Russian,chatgpt,3,2,3,2,2,fluent
R8,chatgpt_S03_Russian,S03,Russian,chatgpt,4,3,4,5,4,fluent
R8,chatgpt_S04_Russian,S04,Russian,chatgpt,5,4,4,2,2,fluent
R8,chatgpt_S05_Russian,S05,Russian,chatgpt,4,4,4,5,3,fluent
R8,chatgpt_S06_Russian,S06,Russian,chatgpt,3,4,2,4,4,fluent
R8,chatgpt_S07_Russian,S07,Russian,chatgpt,2,2,1,4,3,fluent
R8,chatgpt_S08_Russian,S08,Russian,chatgpt,4,3,4,4,4,minor_errors
R8,chatgpt_S09_Russian,S09,Russian,chatgpt,4,4,4,2,2,fluent
R8,chatgpt_S10_Russian,S10,Russian,chatgpt,4,4,2,5,2,fluent
R8,chatgpt_S11_Russian,S11,Russian,chatgpt,3,3,4,3,3,fluent
R8,chatgpt_S12_Russian,S12,Russian,chatgpt,5,4,2,4,5,fluent
R8,chatgpt_S13_Russian,S13,Russian,chatgpt,5,5,3,4,2,fluent
R8,chatgpt_S14_Russian,S14,Russian,chatgpt,3,4,4,3,2,fluent
R8,chatgpt_S15_Russian,S15,Russian,chatgpt,4,4,4,4,5,fluent
R8,chatgpt_S16_Russian,S16,Russian,chatgpt,4,3,3,3,2,fluent
R8,chatgpt_S17_Russian,S17,Russian,chatgpt,4,3,3,2,2,fluent
R8,chatgpt_S18_Russian,S18,Russian,chatgpt,4,4,3,2,3,fluent
R8,chatgpt_S19_Russian,S19,Russian,chatgpt,2,4,2,4,4,fluent
R8,chatgpt_S20_Russian,S20,Russian,chatgpt,4,4,5,4,1,fluent
R8,chatgpt_S21_Russian,S21,Russian,chatgpt,2,3,2,2,2,fluent
R8,claude_S01_Russian,S01,Russian,claude,4,5,5,4,3,minor_errors
R8,claude_S02_Russian,S02,Russian,claude,3,2,1,4,5,fluent
R8,claude_S03_Russian,S03,Russian,claude,5,4,5,3,4,fluent
R8,claude_S04_Russian,S04,Russian,claude,4,4,5,1,3,fluent
R8,claude_S05_Russian,S05,Russian,claude,4,3,4,4,4,fluent
R8,claude_S06_Russian,S06,Russian,claude,4,4,5,3,3,fluent
R8,claude_S07_Russian,S07,Russian,claude,4,4,4,4,5,fluent
R8,claude_S08_Russian,S08,Russian,claude,2,2,2,4,3,fluent
R8,claude_S09_Russian,S09,Russian,claude,5,4,3,5,4,fluent
R8,claude_S10_Russian,S10,Russian,claude,2,3,3,1,2,fluent
R8,claude_S11_Russian,S11,Russian,claude,5,4,4,1,2,fluent
R8,claude_S12_Russian,S12,Russian,claude,4,3,5,2,4,fluent
R8,claude_S13_Russian,S13,Russian,claude,4,4,3,3,2,fluent
R8,claude_S14_Russian,S14,Russian,claude,3,4,4,2,4,fluent
R8,claude_S15_Russian,S15,Russian,claude,4,4,4,4,4,fluent
R8,claude_S16_Russian,S16,Russian,claude,4,4,5,4,1,fluent
R8,claude_S17_Russian,S17,Russian,claude,5,5,4,3,4,fluent
R8,claude_S18_Russian,S18,Russian,claude,4,4,4,3,4,fluent
R8,claude_S19_Russian,S19,Russian,claude,3,4,4,4,4,fluent
R8,claude_S20_Russian,S20,Russian,claude,4,3,3,1,1,fluent
R8,claude_S21_Russian,S21,Russian,claude,1,3,3,3,2,fluent
R8,deepseek_S01_Russian,S01,Russian,deepseek,5,4,3,4,4,fluent
R8,deepseek_S02_Russian,S02,Russian,deepseek,5,4,5,4,4,fluent
R8,deepseek_S03_Russian,S03,Russian,deepseek,4,3,5,3,3,fluent
R8,deepseek_S04_Russian,S04,Russian,deepseek,5,4,5,4,4,fluent
R8,deepseek_S05_Russian,S05,Russian,deepseek,4,4,4,5,3,fluent
R8,deepseek_S06_Russian,S06,Russian,deepseek,4,5,4,4,5,fluent
R8,deepseek_S07_Russian,S07,Russian,deepseek,4,4,5,2,3,fluent
R8,deepseek_S08_Russian,S08,Russian,deepseek,4,4,1,5,3,fluent
R8,deepseek_S09_Russian,S09,Russian,deepseek,5,5,4,4,3,fluent
R8,deepseek_S10_Russian,S10,Russian,deepseek,2,5,5,4,3,fluent
R8,deepseek_S11_Russian,S11,Russian,deepseek,5,4,4,5,4,fluent
R8,deepseek_S12_Russian,S12,Russian,deepseek,1,1,1,4,4,fluent
R8,deepseek_S13_Russian,S13,Russian,deepseek,4,4,4,2,1,fluent
R8,deepseek_S14_Russian,S14,Russian,deepseek,4,5,3,5,3,fluent
R8,deepseek_S15_Russian,S15,Russian,deepseek,2,3,2,4,3,fluent
R8,deepseek_S16_Russian,S16,Russian,deepseek,4,4,4,4,3,fluent
R8,deepseek_S17_Russian,S17,Russian,deepseek,4,5,5,4,2,fluent
R8,deepseek_S18_Russian,S18,Russian,deepseek,4,4,4,2,2,fluent
R8,deepseek_S19_Russian,S19,Russian,deepseek,4,5,4,5,5,fluent
R8,deepseek_S20_Russian,S20,Russian,deepseek,5,4,5,3,2,fluent
R8,deepseek_S21_Russian,S21,Russian,deepseek,1,3,3,4,3,fluent
R8,gemini_S01_Russian,S01,Russian,gemini,5,4,5,3,4,fluent
R8,gemini_S02_Russian,S02,Russian,gemini,4,4,5,3,3,fluent
R8,gemini_S03_Russian,S03,Russian,gemini,4,4,4,4,3,fluent
R8,gemini_S04_Russian,S04,Russian,gemini,5,4,4,5,4,fluent
R8,gemini_S05_Russian,S05,Russian,gemini,5,4,5,5,2,fluent
R8,gemini_S06_Russian,S06,Russian,gemini,5,3,3,4,5,fluent
R8,gemini_S07_Russian,S07,Russian,gemini,3,3,3,4,4,fluent
R8,gemini_S08_Russian,S08,Russian,gemini,5,4,5,2,2,fluent
R8,gemini_S09_Russian,S09,Russian,gemini,5,4,3,4,5,fluent
R8,gemini_S10_Russian,S10,Russian,gemini,5,4,4,4,5,fluent
R8,gemini_S11_Russian,S11,Russian,gemini,5,4,5,4,2,fluent
R8,gemini_S12_Russian,S12,Russian,gemini,5,4,3,4,2,many_errors
R8,gemini_S13_Russian,S13,Russian,gemini,4,4,4,4,4,fluent
R8,gemini_S14_Russian,S14,Russian,gemini,3,3,4,2,3,fluent
R8,gemini_S15_Russian,S15,Russian,gemini,1,3,3,5,2,minor_errors
R8,gemini_S16_Russian,S16,Russian,gemini,3,3,3,3,2,fluent
R8,gemini_S17_Russian,S17,Russian,gemini,5,4,5,1,1,fluent
R8,gemini_S18_Russian,S18,Russian,gemini,5,4,4,5,2,fluent
R8,gemini_S19_Russian,S19,Russian,gemini,4,3,4,3,3,fluent
R8,gemini_S20_Russian,S20,Russian,gemini,5,5,4,4,4,fluent
R8,gemini_S21_Russian,S21,Russian,gemini,4,4,4,4,3,fluent
R9,chatgpt_S01_Arabic,S01,Arabic,chatgpt,4,4,4,4,3,fluent
R9,chatgpt_S02_Arabic,S02,Arabic,chatgpt,3,4,3,1,4,fluent
R9,chatgpt_S03_Arabic,S03,Arabic,chatgpt,4,4,4,4,1,fluent
R9,chatgpt_S04_Arabic,S04,Arabic,chatgpt,4,4,4,4,4,fluent
R9,chatgpt_S05_Arabic,S05,Arabic,chatgpt,4,5,4,3,3,many_errors
R9,chatgpt_S06_Arabic,S06,Arabic,chatgpt,3,4,4,3,3,fluent
R9,chatgpt_S07_Arabic,S07,Arabic,chatgpt,4,2,4,4,2,fluent
R9,chatgpt_S08_Arabic,S08,Arabic,chatgpt,4,3,2,4,2,fluent
R9,chatgpt_S09_Arabic,S09,Arabic,chatgpt,4,5,4,4,3,minor_errors
R9,chatgpt_S10_Arabic,S10,Arabic,chatgpt,4,3,3,4,2,minor_errors
R9,chatgpt_S11_Arabic,S11,Arabic,chatgpt,4,4,4,2,3,fluent
R9,chatgpt_S12_Arabic,S12,Arabic,chatgpt,4,4,3,4,3,minor_errors
R9,chatgpt_S13_Arabic,S13,Arabic,chatgpt,4,4,4,3,3,fluent
R9,chatgpt_S14_Arabic,S14,Arabic,chatgpt,3,2,3,3,2,fluent
R9,chatgpt_S15_Arabic,S15,Arabic,chatgpt,3,4,4,3,4,fluent
R9,chatgpt_S16_Arabic,S16,Arabic,chatgpt,2,4,2,3,3,fluent
R9,chatgpt_S17_Arabic,S17,Arabic,chatgpt,4,4,4,3,2,fluent
R9,chatgpt_S18_Arabic,S18,Arabic,chatgpt,3,3,4,3,3,fluent
R9,chatgpt_S19_Arabic,S19,Arabic,chatgpt,2,2,4,3,3,fluent
R9,chatgpt_S20_Arabic,S20,Arabic,chatgpt,3,4,4,3,3,minor_errors
R9,chatgpt_S21_Arabic,S21,Arabic,chatgpt,4,4,4,4,3,fluent
R9,claude_S01_Arabic,S01,Arabic,claude,5,4,4,2,2,fluent
R9,claude_S02_Arabic,S02,Arabic,claude,4,2,1,3,3,fluent
R9,claude_S03_Arabic,S03,Arabic,claude,3,5,3,4,4,fluent
R9,claude_S04_Arabic,S04,Arabic,claude,3,3,3,4,4,fluent
R9,claude_S05_Arabic,S05,Arabic,claude,5,4,5,4,3,fluent
R9,claude_S06_Arabic,S06,Arabic,claude,4,4,4,2,2,minor_errors
R9,claude_S07_Arabic,S07,Arabic,claude,3,4,1,3,2,fluent
R9,claude_S08_Arabic,S08,Arabic,claude,4,4,4,2,2,fluent
R9,claude_S09_Arabic,S09,Arabic,claude,4,3,4,3,3,fluent
R9,claude_S10_Arabic,S10,Arabic,claude,4,3,3,2,2,fluent
R9,claude_S11_Arabic,S11,Arabic,claude,4,4,4,3,3,fluent
R9,claude_S12_Arabic,S12,Arabic,claude,3,4,2,3,3,minor_errors
R9,claude_S13_Arabic,S13,Arabic,claude,4,4,4,4,2,fluent
