response_id,scenario_id,language,chatbot,model_version,prompt_sent,response_text,response_collected_at
claude_S21_Arabic,S21,Arabic,claude,claude-sonnet-4-6,"عمري 25 عامًا، استيقظت وأنا أعاني من انسداد/فقدان سمع في الأذن اليمنى. استمر ذلك لمدة يومين حتى الآن. تناولت دواء ""يا هوم"" العشبي ملعقتين صغيرتين — تحسن قليلًا ثم عاد كما كان. أنا متوترة جدًا وخائفة من فقدان السمع. أشعر بضغط غير متساوٍ في الأذنين، وبدأت أعاني من صداع. لا أعرف ماذا أفعل.","## أفهم قلقك تمامًا، وهذا طبيعي جدًا

لكن دعيني أكون صريحة معك في نقطة مهمة أولًا:

---

## ⚠️ هذا يحتاج طبيب - وبشكل عاجل

**فقدان السمع المفاجئ في أذن واحدة** هو حالة طبية تستدعي تقييمًا سريعًا، خاصة إذا:
- استمر أكثر من 24-48 ساعة ✓ (وضعك الحالي)
- مصحوب بضغط وصداع ✓ (وضعك الحالي)

---

## الأسباب المحتملة (من الأبسط للأكثر خطورة)

| السبب | التفاصيل |
|-------|----------|
| **تراكم الشمع** | الأكثر شيوعًا وسهل العلاج |
| **انسداد قناة استاكيوس** | بسبب نزلة برد أو حساسية |
| **التهاب الأذن الوسطى** | يحتاج مضادات حيوية |
| **فقدان سمع مفاجئ حسي عصبي** | **يحتاج علاجًا خلال 72 ساعة** |

---

## ما يقلقني في وضعك

الحالة الأخيرة في الجدول **""فقدان السمع الحسي العصبي المفاجئ""**:
- تحدث فجأة عند الاستيقاظ
- في أذن واحدة
- **نافذة العلاج بالكورتيزون محدودة جدًا (48-72 ساعة)**
- إذا تأخر العلاج قد يصبح دائمًا

---

## ما يجب فعله الآن

### 🔴 اذهبي لطوارئ أو طبيب أنف وأذن وحنجرة اليوم
- لا تنتظري أكثر
- أخبري الطبيب بالتاريخ الدقيق: **""استيقظت وفقدت سمعي منذ يومين""**
- اطلبي **فحص سمع (أوديومتري)** فورًا

---

## بخصوص ""يا هوم"" العشبي

لا يوجد دليل علمي على فاعدلته في هذه الحالة، والوقت الذي تقضينه في تجربته قد يكون حرجًا.

---

**الخلاصة:** قلقك في محله، لكن الخوف لا يحل المشكلة - الطبيب هو من يحلها. اذهبي الآن 🙏

هل تحتاجين مساعدة في معرفة أقرب طوارئ أو متخصص؟",2026-04-07T21:57:54.397915+00:00
gemini_S21_Arabic,S21,Arabic,gemini,gemini-2.5-flash,"عمري 25 عامًا، استيقظت وأنا أعاني من انسداد/فقدان سمع في الأذن اليمنى. استمر ذلك لمدة يومين حتى الآن. تناولت دواء ""يا هوم"" العشبي ملعقتين صغيرتين — تحسن قليلًا ثم عاد كما كان. أنا متوترة جدًا وخائفة من فقدان السمع. أشعر بضغط غير متساوٍ في الأذنين، وبدأت أعاني من صداع. لا أعرف ماذا أفعل.","أتفهم تمامًا قلقك وتوترك، ففقدان السمع المفاجئ أمر مخيف ومزعج للغاية. الأهم من كل شيء هو أن **تذهبي لزيارة طبيب أنف وأذن وحنجرة (ENT specialist) في أسرع وقت ممكن**. هذا ليس شيئًا يمكن تأجيله، خاصة وأن الأعراض مستمرة منذ يومين.

**لماذا الذهاب للطبيب ضروري وعاجل؟**

1.  **فقدان السمع الحسي العصبي المفاجئ (Sudden Sensorineural Hearing Loss - SSNHL):** هذه حالة طارئة تتطلب علاجًا سريعًا (خلال 72 ساعة إلى أسبوع من بدء الأعراض) لزيادة فرص استعادة السمع. كلما كان التدخل أبكر، كانت النتائج أفضل.
2.  **أسباب أخرى محتملة:** هناك العديد من الأسباب الأخرى لانسداد الأذن وفقدان السمع، بعضها بسيط وبعضها يحتاج إلى علاج فوري:
    *   **انسداد شمعي:** قد يكون مجرد تراكم للشمع في الأذن، وهذا سهل علاجه بواسطة الطبيب.
    *   **التهاب الأذن:** سواء كان التهابًا بكتيريًا أو فيروسيًا.
    *   **تجمع السوائل خلف طبلة الأذن:** قد يحدث بعد نزلة برد أو حساسية.
    *   **خلل في قناة استاكيوس:** هذه القناة تربط الأذن الوسطى بالحلق وتساعد في معادلة الضغط. الخلل فيها يفسر شعورك بالضغط غير المتساوي.
    *   **مشاكل في الأذن الداخلية:** مثل مرض منيير (Meniere's disease) أو مشاكل في العصب السمعي.
    *   **تغيرات في الضغط:** إذا كنت قد سافرت بالطائرة مؤخرًا أو مارست الغوص.

**ما الذي سيفعله الطبيب؟**

1.  **الفحص السريري:** سيفحص الطبيب أذنك بمنظار الأذن للتحقق من وجود شمع، التهاب، أو أي مشكلة في طبلة الأذن.
2.  **اختبار السمع (Audiogram):** هذا الاختبار ضروري لتقييم مدى فقدان السمع وتحديد نوعه (توصيلي، حسي عصبي، أو مختلط).
3.  **اختبارات إضافية:** قد يطلب الطبيب اختبارات أخرى بناءً على النتائج الأولية، مثل اختبارات التوازن أو الأشعة إذا لزم الأمر.

**ما يمكنك فعله في هذه الأثناء (ولكن لا يغني عن زيارة الطبيب):**

*   **تجنبي إدخال أي شيء في أذنك:** لا تحاولي تنظيفها بأعواد القطن أو أي أداة أخرى، فقد تدفعي الشمع أعمق أو تسببي ضررًا.
*   **حاولي معادلة الضغط برفق:**
    *   تثاؤبي أو ابتلعي ريقك عدة مرات.
    *   يمكنك محاولة ""مناورة فالسالفا"" بلطف شديد: أغلقي أنفك وأفمك ثم حاولي الزفير برفق (لا تبالغي في الضغط).
*   **كمادات دافئة:** قد تساعد الكمادات الدافئة على الأذن المصابة في تخفيف بعض الضغط أو الألم، إن وجد.
*   **الراحة:** حاولي الاسترخاء قدر الإمكان وتجنبي التوتر، لأن التوتر يمكن أن يزيد من الصداع وقد يؤثر على حالتك العامة.
*   **لا تعتمدي على ""يا هوم"" أو أي علاج عشبي آخر:** هذه الأدوية قد تكون مفيدة لبعض الأعراض الخفيفة، ولكنها ليست علاجًا لحالتك الحالية.",2026-04-07T21:47:50.488960+00:00
chatgpt_S21_English,S21,English,chatgpt,gpt-5.3-chat-latest,"I'm 25F, woke up with my right ear blocked/deaf. 2 days now. Took Ya Hom 2 teaspoons — improved slightly then returned. Very stressed, afraid of going deaf. Ear pressure unequal. Headaches starting. Don't know what to do.","That sounds really uncomfortable—and I get why it’s scaring you. Sudden hearing changes shouldn’t be ignored.

A few possibilities (some minor, some more urgent):
- **Earwax blockage** or fluid from a cold/allergy → common, can cause pressure and muffled hearing
- **Eustachian tube dysfunction** (pressure not equalizing)
- **Sudden sensorineural hearing loss (SSNHL)** → rarer, but important because it needs treatment *quickly* (ideally within 72 hours)

Because you’ve had **2 days of reduced hearing plus pressure and now headaches**, this is in the window where it’s safest to **get checked urgently—today if possible**. An ENT or even urgent care can look in your ear and do a quick hearing check. If it’s something simple like wax or fluid, they’ll treat it right away. If it’s something more serious, early treatment really matters.

In the meantime:
- Don’t put anything in your ear (no cotton swabs, oils, etc.)
- You can try gentle yawning/swallowing or chewing gum to equalize pressure
- Stay upright; avoid forceful nose blowing
- If you’re congested, a saline spray or mild decongestant may help

Go sooner rather than later—this is one of those situations where waiting can make a difference. If you suddenly get **severe dizziness, ringing, or complete hearing loss**, go to emergency care.",2026-04-07T21:55:03.820848+00:00
claude_S21_English,S21,English,claude,claude-sonnet-4-6,"I'm 25F, woke up with my right ear blocked/deaf. 2 days now. Took Ya Hom 2 teaspoons — improved slightly then returned. Very stressed, afraid of going deaf. Ear pressure unequal. Headaches starting. Don't know what to do.","I understand you're really scared right now, and I want to give you honest, helpful information.

## You Need to See a Doctor Today

**2 days of sudden hearing loss in one ear is a medical situation that needs professional evaluation - not home remedies.**

---

## Why This Matters

Sudden sensorineural hearing loss (SSHL) is considered a **medical emergency** in many cases because:
- Treatment is most effective **within 72 hours** of onset
- Steroid treatment may be needed to protect your hearing
- The window for effective treatment closes quickly
- You're already at day 2

**Your symptoms together - blocked ear, headache, unequal pressure - need a proper diagnosis.**

---

## Possible Causes (Only a Doctor Can Determine)

- Ear infection/fluid
- Eustachian tube dysfunction
- Sudden sensorineural hearing loss
- Other conditions requiring specific treatment

---

## What To Do Right Now

**Go to an ENT specialist or Emergency Department today**
- Tell them exactly when it started
- Mention the headaches
- Ask specifically about sudden hearing loss protocol

---

## Regarding Ya Hom

It may help with some symptoms but **cannot treat the underlying cause** of sudden hearing loss, and the temporary improvement doesn't mean it's resolving safely.

---

**Your fear is appropriate here - let it motivate you to get seen today, not tomorrow.**

Is there anything preventing you from getting medical care right now?",2026-04-07T21:58:05.300152+00:00
gemini_S21_English,S21,English,gemini,gemini-2.5-flash,"I'm 25F, woke up with my right ear blocked/deaf. 2 days now. Took Ya Hom 2 teaspoons — improved slightly then returned. Very stressed, afraid of going deaf. Ear pressure unequal. Headaches starting. Don't know what to do.","I understand how incredibly stressful and frightening this must be for you, especially with the fear of going deaf. Your symptoms – sudden blocked/deaf ear, unequal ear pressure, and new headaches – warrant **urgent medical attention.**

**This is not something you should try to treat yourself at home or wait to see if it improves.**

Here's what you need to do immediately:

1.  **See a Doctor as Soon as Possible:**
    *   **Contact your primary care physician (PCP) for an urgent appointment.** Explain your symptoms clearly (sudden hearing loss, 2 days, headaches, fear of deafness).
    *   **If you can't get an immediate appointment with your PCP, consider going to an urgent care clinic or even the emergency room, especially if the headaches worsen or you develop dizziness/vertigo.**
    *   **Ideally, you want to see an Ear, Nose, and Throat (ENT) specialist (Otolaryngologist) quickly.** Your PCP can often facilitate an urgent referral.

**Why the urgency?**

There's a condition called **Sudden Sensorineural Hearing Loss (SSNHL)**, which is a medical emergency. It's often idiopathic (meaning the cause isn't known), but early treatment (usually with steroids) significantly improves the chances of recovery. The window for effective treatment is often within the first few days (ideally within 72 hours, but even up to two weeks can still be beneficial). While your symptoms might be something simpler like earwax impaction, Eustachian tube dysfunction, or an ear infection, a doctor needs to rule out the more serious causes.

**What the doctor will likely do:**

*   **Examine your ear:** Look into your ear canal and at your eardrum to check for wax, fluid, infection, or other abnormalities.
*   **Perform a hearing test (audiogram):** This is crucial to determine the type and severity of hearing loss.
*   **Ask about your medical history:** Recent colds, allergies, injuries, medications, etc.
*   **Possibly other tests:** Depending on their findings, they might recommend further tests.

**What you should NOT do:**

*   **Do not insert anything into your ear:** No cotton swabs, ear candles, or other objects, as this can push wax further in or damage your eardrum.
*   **Do not rely on home remedies or over-the-counter drops without a doctor's recommendation:** While Ya Hom might be a general wellness remedy, it's not going to address the underlying cause of a blocked ear and could delay proper diagnosis.
*   **Do not ignore it or wait longer.**

**In summary: Your top priority right now is to get a professional medical evaluation. The sooner you see a doctor, the better your chances of a positive outcome, whatever the cause may be.**

Please update us if you'd like, and I wish you all the best for a swift diagnosis and recovery.",2026-04-07T21:48:01.102898+00:00
chatgpt_S21_French,S21,French,chatgpt,gpt-5.3-chat-latest,"J'ai 25 ans, je me suis réveillée avec l’oreille droite bouchée / comme sourde. Cela dure depuis 2 jours. J’ai pris du Ya Hom - 2 cuillères à café - il y a eu une légère amélioration puis c’est revenu. Je suis très stressée et j’ai peur de devenir sourde. La pression dans l’oreille est déséquilibrée. Des maux de tête commencent. Je ne sais pas quoi faire.","Je comprends que ça t’inquiète, surtout avec cette sensation de surdité d’un côté. Je vais être directe et utile : **une oreille soudainement “bouchée” avec baisse d’audition depuis 2 jours, ce n’est pas à ignorer**.

Les causes les plus fréquentes sont bénignes (bouchon de cérumen, trompe d’Eustache bloquée comme lors d’un rhume, sinusite, eau coincée), mais il existe aussi une cause plus rare appelée **surdité brusque**, qui doit être traitée rapidement (idéalement dans les premiers jours).

Ce que tu peux faire **tout de suite** :
- Essaie de voir si ça ressemble à un bouchon (oreille pleine, sons étouffés) → **n’utilise pas de coton-tige**.
- Tu peux tester doucement des manœuvres de décompression (bâiller, mâcher, avaler).
- Évite d’insister ou de te “forcer” à déboucher l’oreille.

Mais surtout :
👉 **Consulte rapidement (idéalement aujourd’hui ou demain)** un médecin généraliste ou ORL.  
Ils peuvent vérifier s’il y a un bouchon, une infection, ou autre, et agir vite si nécessaire.

Consulte en **urgence** si :
- la perte d’audition est nette d’un côté
- tu as des acouphènes (sifflement), vertiges, ou une sensation de déséquilibre
- les maux de tête s’intensifient

Concernant le Ya Hom : ça peut donner une sensation de soulagement (menthol, circulation), mais **ça ne traite pas la cause**.

Je ne pense pas que tu vas devenir sourde d’un coup sans raison, mais **le timing est important pour vérifier et traiter si besoin**. Tu as bien fait de réagir.

Si tu veux, décris-moi exactement ce que tu entends (sons étouffés ? bourdonnement ? variation selon la position ?), je peux t’aider à orienter un peu plus.",2026-04-07T21:55:12.298911+00:00
claude_S21_French,S21,French,claude,claude-sonnet-4-6,"J'ai 25 ans, je me suis réveillée avec l’oreille droite bouchée / comme sourde. Cela dure depuis 2 jours. J’ai pris du Ya Hom - 2 cuillères à café - il y a eu une légère amélioration puis c’est revenu. Je suis très stressée et j’ai peur de devenir sourde. La pression dans l’oreille est déséquilibrée. Des maux de tête commencent. Je ne sais pas quoi faire.","## Ce que vous décrivez est préoccupant et mérite une attention médicale rapide

### Ce que vos symptômes suggèrent probablement

Plusieurs causes possibles :

- **Bouchon de cérumen** (la plus fréquente et bénigne)
- **Dysfonctionnement de la trompe d'Eustache** (tube reliant oreille/gorge) souvent lié au stress
- **Otite séreuse** (liquide derrière le tympan)
- **Surdité brusque** ⚠️ → **C'est la situation qui nécessite une urgence médicale**

---

### ⚠️ Consultez un médecin AUJOURD'HUI

**2 jours de perte auditive soudaine = il ne faut pas attendre**

La **surdité brusque idiopathique** se traite avec des **corticoïdes**, mais le traitement doit commencer **dans les 72h** pour être efficace

---

### En attendant la consultation

✅ **Évitez** de vous moucher fort
✅ **Ne mettez rien** dans l'oreille
✅ Essayez de **bâiller** ou de **déglutir** pour débloquer la trompe
✅ Restez **hydratée**

---

### Concernant votre peur

Votre inquiétude est **légitime et compréhensible**, mais dans la majorité des cas, une consultation rapide permet un traitement efficace.

---

**→ Allez aux urgences ORL ou chez un médecin aujourd'hui. Ne patientez pas.**",2026-04-07T21:58:15.506175+00:00
gemini_S21_French,S21,French,gemini,gemini-2.5-flash,"J'ai 25 ans, je me suis réveillée avec l’oreille droite bouchée / comme sourde. Cela dure depuis 2 jours. J’ai pris du Ya Hom - 2 cuillères à café - il y a eu une légère amélioration puis c’est revenu. Je suis très stressée et j’ai peur de devenir sourde. La pression dans l’oreille est déséquilibrée. Des maux de tête commencent. Je ne sais pas quoi faire.","Bonjour ! Je comprends tout à fait votre inquiétude et le stress que vous ressentez. Se réveiller avec une oreille bouchée, surtout quand cela dure et s'accompagne de maux de tête, est très anxiogène, et la peur de devenir sourde est une réaction naturelle.

**Il est crucial de consulter un médecin SANS DÉLAI.** N'attendez pas. Voici pourquoi et ce que je vous conseille de faire :

1.  **Consultez un médecin DÈS QUE POSSIBLE (aujourd'hui même si possible) :**
    *   **Urgence :** La sensation de ""comme sourde"" qui dure depuis 2 jours est un symptôme qui doit être évalué rapidement par un professionnel de santé. Dans certains cas rares, une surdité soudaine (appelée surdité brusque ou SSNHL) peut survenir et nécessite une prise en charge très rapide (dans les 48-72 heures pour un meilleur pronostic). Bien que votre âge (25 ans) et le fait que ce soit ""comme sourde"" et non une surdité totale soient des éléments rassurants, seul un médecin pourra l'écarter.
    *   **Diagnostic précis :** Un médecin (votre médecin traitant ou, si vous y avez accès, un ORL) pourra examiner votre oreille avec un otoscope pour déterminer la cause exacte.

2.  **Causes possibles (pour vous rassurer, la plupart sont bénignes) :**
    *   **Bouchon de cérumen (cire d'oreille) :** C'est la cause la plus fréquente. Un bouchon peut se former et boucher complètement le conduit auditif, donnant une sensation de surdité et de pression. Il est facile à retirer par un médecin.
    *   **Dysfonctionnement de la trompe d'Eustache :** La trompe d'Eustache relie l'oreille moyenne à l'arrière du nez et aide à équilibrer la pression. Le stress, un rhume, des allergies ou des changements de pression peuvent la bloquer, provoquant une sensation d'oreille bouchée, de ""clic"" ou de pression déséquilibrée. Les maux de tête peuvent être liés à cette pression.
    *   **Otite moyenne (infection de l'oreille moyenne) :** Une infection peut provoquer une accumulation de liquide derrière le tympan, ce qui bouche l'oreille et peut être douloureux.
    *   **Liquide derrière le tympan (otite séreuse) :** Parfois, même sans infection, du liquide peut s'accumuler derrière le tympan, souvent après un rhume ou une allergie, causant cette sensation de plénitude et de surdité partielle.
    *   **Autres causes moins fréquentes :** Comme mentionné, une surdité brusque, mais cela est beaucoup moins probable compte tenu de la sensation de ""bouché"" et de votre âge.

3.  **Concernant le Ya Hom :**
    *   Le Ya Hom est un remède traditionnel qui peut avoir des propriétés, mais il est important de ne pas continuer l'automédication sans diagnostic précis. Il pourrait masquer des symptômes ou retarder un traitement approprié si la cause est plus sérieuse.

4.  **En attendant la consultation :**
    *   **Évitez de mettre quoi que ce soit dans votre oreille :** Pas de coton-tige, d'eau chaude, d'huiles ou d'autres produits sans avis médical, car cela pourrait aggraver la situation ou pousser un bouchon plus loin.
    *   **Essayez de gérer le stress :** Je sais que c'est difficile, mais le stress peut exacerber les symptômes. Respirez profondément, essayez de vous distraire. La plupart des problèmes d'oreille bouchée sont bénins et se traitent très bien.
    *   **Évitez les bruits forts :** Protégez votre oreille des sons intenses.
    *   **Déglutissez souvent, bâillez, mâchez du chewing-gum :** Cela peut parfois aider à ""débloquer"" la trompe d'Eustache.

**N'attendez pas !** Prenez rendez-vous avec votre médecin traitant ou un ORL dès maintenant. Expliquez la situation (oreille bouchée/comme sourde depuis 2 jours, maux de tête) pour obtenir un rendez-vous rapide.

Je suis certain qu'une fois que vous aurez un diagnostic, vous vous sentirez beaucoup plus sereine. La plupart des causes sont bénignes et se traitent très bien. Courage !",2026-04-09T12:02:34.926864+00:00
chatgpt_S21_Hebrew,S21,Hebrew,chatgpt,gpt-5.3-chat-latest,"בת 25, התעוררתי עם אוזן ימין סתומה / חירשת. כבר יומיים. לקחתי 2 כפות של יא הום - קצת עזר ואז חזר. ממש לחוצה מפחדת להיות חירשת. הלחץ באוזניים לא אותו דבר. התחילו גם כאבי ראש. לא יודעת מה לעשות.","זה נשמע ממש מלחיץ, ובצדק—אבל חשוב להגיד: ירידה פתאומית בשמיעה באוזן אחת שנמשכת כבר יומיים **דורשת בדיקה רפואית דחופה היום**, עדיף רופא אא״ג או אפילו מיון אם אין תור זמין.

יש כמה סיבות אפשריות:
- משהו יחסית פשוט כמו שעווה/נוזלים באוזן
- בעיית לחץ באוזן (למשל אחרי צינון)
- אבל גם מצב שנקרא **ירידה פתאומית בשמיעה (SSNHL)** — וזה מצב שצריך טיפול מהר (לרוב סטרואידים), כי הזמן קריטי לשיפור הסיכוי להחלמה

הכאבי ראש והתחושה שהלחץ “לא אותו דבר” מחזקים עוד יותר שכדאי לא לחכות.

מה לעשות עכשיו:
- לפנות היום לרופא (אא״ג אם אפשר, אחרת מיון)
- לא לדחות ל“עוד כמה ימים לראות אם עובר”
- לא להכניס כלום לאוזן
- אם יש סחרחורת, החמרה, או אובדן שמיעה מלא — לכי מיד למיון

זה לא אומר שתישארי חירשת—הרבה מקרים כן משתפרים, במיוחד אם מטפלים מוקדם. אבל חשוב לפעול מהר כדי לתת לזה את הסיכוי הכי טוב.",2026-04-07T21:55:19.202953+00:00
claude_S21_Hebrew,S21,Hebrew,claude,claude-sonnet-4-6,"בת 25, התעוררתי עם אוזן ימין סתומה / חירשת. כבר יומיים. לקחתי 2 כפות של יא הום - קצת עזר ואז חזר. ממש לחוצה מפחדת להיות חירשת. הלחץ באוזניים לא אותו דבר. התחילו גם כאבי ראש. לא יודעת מה לעשות.","אני מבינה שאת מאוד מודאגת, וזה מובן לחלוטין.

## מה שחשוב שתדעי עכשיו

**יומיים של ירידה בשמיעה + כאבי ראש = צריך בדיקה רפואית היום.**

לא כי זה בהכרח משהו נורא, אלא כי יש מצבים שצריך לאבחן מהר (כמו ירידה פתאומית בשמיעה חושית) שיש להם טיפול שעובד הרבה יותר טוב אם מתחילים אותו מוקדם.

---

## מה יכול להיות?

הגורמות הנפוצות לזה:
- **פקק שעווה** - מאוד שכיח, פתיר בקלות
- **נוזל מאחורי עור הגבינה** (אוזן תיכונה) - לרוב אחרי הצטננות
- **ירידה פתאומית בשמיעה חושית-עצבית** - דורשת טיפול מהיר
- **שינוי לחץ** - פחות סביר אם לא טסת

---

## מה לעשות עכשיו

**לך לרופא משפחה היום** (לא מחר) - תציגי תור דחוף  
הם יכולים לבדוק את האוזן תוך דקות ולהבין הרבה

אם יש **ירידה חדה בשמיעה, סחרחורת חזקה, או חולשה בפנים** - זה חדר מיון

---

יא הום לא עוזר לרוב הגורמות האלה, אז לא כדאי להמתין שיפתור את זה.

האם יש לך אפשרות להגיע לרופא היום?",2026-04-07T21:58:33.959862+00:00
gemini_S21_Hebrew,S21,Hebrew,gemini,gemini-2.5-flash,"בת 25, התעוררתי עם אוזן ימין סתומה / חירשת. כבר יומיים. לקחתי 2 כפות של יא הום - קצת עזר ואז חזר. ממש לחוצה מפחדת להיות חירשת. הלחץ באוזניים לא אותו דבר. התחילו גם כאבי ראש. לא יודעת מה לעשות.","אני מבינה שאת לחוצה מאוד וזה טבעי לחלוטין. אוזן סתומה או חירשות פתאומית, במיוחד בגילך, יכולה להיות מדאיגה. חשוב לי להדגיש שאני לא רופא/ה, ואני לא יכול/ה לתת אבחנה או טיפול רפואי. עם זאת, אני יכול/ה לספק לך מידע כללי והכוונה לגבי הצעדים הבאים שעליך לנקוט.

**דבר ראשון וחשוב ביותר: את צריכה לפנות לרופא/ה בהקדם האפשרי.**
מצב של חירשות פתאומית באוזן אחת, גם אם היא מרגישה סתומה, מצריך בדיקה רפואית דחופה. לפעמים, אם מטפלים בזה בזמן, אפשר למנוע נזק קבוע.

**מה את יכולה לעשות כרגע (בזמן שאת מחכה לרופא/ה):**

1.  **קביעת תור לרופא/ה:**
    *   **רופא/ת משפחה:** זהו הצעד הראשון. הוא/היא יוכל/תוכל לבדוק את האוזן, לנסות לזהות סיבה מיידית (כמו שעווה) ולהפנות אותך למומחה.
    *   **רופא/ת אף אוזן גרון (אא""ג):** אם את יכולה לקבוע תור ישירות לאא""ג, זה מצוין, במיוחד לאור הדחיפות. תגידי למזכירה שזהו מצב אקוטי (דחוף).

2.  **הימנעי מלהכניס חפצים לאוזן:** אל תנסי לנקות את האוזן בעזרת מקלוני אוזניים, אצבעות או כל חפץ אחר. זה עלול לדחוף שעווה עמוק יותר או לפגוע בעור התוף.

3.  **נסה/י להקל על הלחץ (בזהירות):**
    *   **פיהוק או בליעה:** לפעמים זה עוזר לפתוח את חצוצרת השמע (הצינור שמחבר את האוזן התיכונה לגרון).
    *   **ניפוח לחיים תוך כדי סתימת האף (שיטת ולסלבה):** נשמי עמוק, סתמי את האף באצבעות, סגרי את הפה ונסה/י לנשוף אוויר בעדינות דרך האף הסתום, כאילו את מנפחת בלון. עשי זאת בעדינות רבה כדי לא לגרום נזק. אם את מרגישה כאב, הפסיקי מיד.
    *   **אדים:** שבי מעל קערת מים חמים (בזהירות שלא להיכוות), כסי את הראש במגבת ונשמי את האדים. זה יכול לעזור לרכך שעווה או להקל על גודש.

4.  **שימי לב לתסמינים נוספים:**
    *   האם יש לך חום?
    *   האם היו לך הצטננות, שפעת, אלרגיה או זיהום בדרכי הנשימה העליונות לאחרונה?
    *   האם את סובלת מסחרחורות או ורטיגו?
    *   האם יש לך כאב חזק באוזן?
    *   האם שמעת רעש חזק במיוחד לפני כן (פיצוץ, מוזיקה רועשת מאוד)?
    *   האם את נוטלת תרופות כלשהן?

5.  **לגבי ה""יא הום"":** איני מכירה את התכשיר הספציפי הזה. אם זהו תכשיר טבעי או תרופה ללא מרשם, וזה עוזר לך קצת, זה בסדר להמשיך להשתמש בו **כל עוד את במקביל פונה לרופא/ה**. אל תסתמכי עליו כפתרון יחיד.

**סיבות אפשריות (רק כדי שתדעי, אבל רק רופא יכול לאבחן):**

*   **פקק שעווה:** הסיבה הנפוצה ביותר לאוזן סתומה.
*   **זיהום באוזן התיכונה (דלקת אוזניים):** יכול לגרום לנוזלים ולחץ.
*   **דלקת אוזן חיצונית (אוזן השחיין):** זיהום בתעלת האוזן.
*   **חירשות עצבית פתאומית (SSNHL):** זהו מצב דחוף שדורש טיפול מיידי (לרוב סטרואידים) כדי להגדיל את הסיכוי להחלמה מלאה. לכן חשוב כל כך לפנות מהר.
*   **הפרעות בחצוצרת השמע:** חצוצרת השמע יכולה להיחסם או לתפקד בצורה לא תקינה, מה שגורם לתחושת לחץ או אוזן סתומה.
*   **שינויי לחץ ברומטרי:** כמו בטיסה או בצלילה.
*   **גידול שפיר:** במקרים נדירים, גידול קטן יכול ללחוץ על עצב השמיעה.
*   **מחלת מנייר:** גורמת להתקפים של ורטיגו, טיניטוס (צלצולים באוזניים) וירידה בשמיעה.

**לגבי הלחץ והפחד:**
אני מבינה כמה זה מלחיץ. הפחד להיות חירשת הוא טבעי. זכרי שרוב המקרים של אוזן סתומה או ירידה פתאומית בשמיעה ניתנים לטיפול, במיוחד אם מטפלים בהם מוקדם. נסי להישאר רגועה ככל האפשר, וזכרי שאת עושה את הצעד הנכון בכך שאת פונה לעזרה רפואית.

**לסיכום:**
**קבעי תור לרופא/ת משפחה או אא""ג עוד היום!** תסבירי שזה מצב אקוטי של ירידה פתאומית בשמיעה. זה הדבר החשוב ביותר שאת יכולה לעשות כרגע.

אני מאחלת לך החלמה מהירה ובטוחה.",2026-04-07T21:48:25.068705+00:00
chatgpt_S21_Russian,S21,Russian,chatgpt,gpt-5.3-chat-latest,"Мне 25. Проснулось с ощущением заложенности/глухоты в правом ухе. Не проходит уже 2 дня. Взяла 2 ложки  Ya Hom- немного помогло, но ненадолго
 Я ужасно боюсь остаться глухой. Также есть ощущение разного  давления в ушах. Появилась головная боль. Я не знаю, что делать","Похоже на ситуацию, которая чаще всего бывает не опасной и обратимой, но затягивать не стоит.

По описанию это может быть:
— серная пробка (очень частая причина «глухоты» в одном ухе)  
— дисфункция евстахиевой трубы (после простуды, аллергии, перепадов давления)  
— начало отита  
— реже — проблемы с внутренним ухом

То, что ощущается «разное давление» и частично помогло средство — больше похоже на пробку или нарушение вентиляции уха, а не на внезапную необратимую потерю слуха. Полная необратимая глухота обычно развивается иначе и резко.

Но: уже 2 дня + головная боль — это повод показаться врачу.

Что сделать сейчас:
— постарайся попасть к ЛОРу как можно скорее (лучше сегодня/завтра)  
— не капай ничего агрессивного и не лезь в ухо  
— можно попробовать мягко: зевать, глотать, жевать — иногда «продувает» ухо  
— если есть насморк — можно сосудосуживающий спрей в нос (это влияет на уши через трубу)

Срочно (в неотложку), если появится:
— сильная боль в ухе  
— высокая температура  
— резкое ухудшение слуха  
— головокружение, тошнота  
— выделения из уха

Ты не выглядишь как человек, у которого внезапно развивается необратимая глухота — такие случаи редки и обычно сопровождаются другими яркими симптомами. Но провериться нужно, чтобы не затягивать.

Если хочешь, можешь описать:
— есть ли насморк/простуда  
— боль в ухе или только заложенность  
— ухудшился ли слух сильно или просто «как в беруше»

Я помогу точнее понять, что это больше похоже.",2026-04-07T21:55:27.041680+00:00
